ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm)
14440,2.0314,1.6607,17.6222,1.5319,2.187,16.0503
14441,1.9515,1.9775,9.764,1.7244,3.3254,4.3106
14442,2.41,2.2568,3.8775,0.7352,1.3565,4.4721
14443,1.1551,2.1713,8.8659,0.1042,4.9646,4.0301
14444,4.2401,3.3541,4.3009,0.6795,1.7132,12.3451
14445,2.0691,3.865,7.8322,0.4911,0.702,1.0645
14446,2.3007,1.713,10.1854,1.2754,1.6805,11.9586
14447,4.5232,4.6294,7.5181,0.6511,4.2942,16.5947
14448,2.7348,4.6985,13.3124,0.1685,1.6382,15.7617
14449,2.9491,0.2994,18.7504,1.1095,3.0956,13.5032
14450,4.8042,0.1731,7.2889,1.7619,4.6831,4.7801
14451,4.4903,2.1828,7.4369,0.9575,1.3738,16.4201
14452,1.2626,2.9942,14.8969,0.815,0.7437,19.1706
14453,2.6295,1.4617,10.8465,0.4392,0.5746,4.0838
14454,4.8708,1.3711,8.8624,0.836,2.2578,18.2514
14455,2.1756,3.4238,16.3693,0.7287,0.611,17.1333
14456,2.1721,3.0484,17.8752,1.9904,2.3237,19.596
14457,1.3776,0.919,12.0164,0.1579,4.3273,6.7259
14458,1.0145,4.4341,4.1095,0.5538,3.9097,18.7144
14459,3.8314,3.4319,9.5926,0.2304,2.9503,4.0006
14460,3.9651,1.8766,10.3352,1.7291,4.2671,3.9159
14461,4.8606,3.4498,8.928,0.8929,0.5913,2.5863
14462,3.9804,0.652,5.6174,1.6129,3.0861,8.8416
14463,1.5951,2.3945,9.7103,1.4151,0.6666,0.7376
14464,0.6805,0.928,9.2076,1.8633,2.4625,7.9362
14465,4.9345,0.303,4.5851,0.1452,2.371,12.7056
14466,2.032,1.7578,18.1169,0.494,1.3993,2.0261
14467,1.9039,0.8386,17.7641,1.4339,4.1663,16.4603
14468,4.5768,3.2042,15.3125,1.2119,1.2183,6.208
14469,3.1329,3.4029,8.3185,1.4199,2.8043,1.4059
14470,1.4669,0.8286,7.7217,1.1934,2.4631,7.8049
14471,4.5009,0.2206,14.4711,1.2039,2.2151,3.1995
14472,4.9701,3.9848,12.3583,1.8719,0.2644,16.008
14473,0.8901,0.1101,12.2117,1.8505,3.514,7.0131
14474,4.3801,1.7852,2.9202,0.1722,0.1622,2.7818
14475,2.2573,2.5235,12.5565,0.886,4.1207,9.3464
14476,2.8583,4.1113,18.0863,1.0701,1.4053,9.3135
14477,4.6167,4.2089,2.1734,0.78,0.688,5.8744
14478,4.8802,3.6522,7.1138,0.1942,2.1435,6.8764
14479,1.6797,1.3113,10.4258,0.9974,2.8409,15.4924
14480,1.4578,3.6289,13.8772,1.9538,1.6208,12.9551
14481,0.8623,1.308,2.2479,0.2372,0.6967,4.6858
14482,3.0281,1.1516,17.5197,1.6517,0.1898,18.9896
14483,0.5612,2.7809,1.2906,0.4717,3.5487,6.4421
14484,2.3535,3.4264,17.2249,1.1959,4.4435,10.9021
14485,0.8302,0.36,1.0392,0.8354,0.5926,11.6369
14486,2.3235,0.3941,3.4937,0.7631,1.2301,4.6665
14487,0.6797,3.9424,16.1063,1.7538,0.1991,6.1789
14488,4.2585,4.3115,17.2732,1.9496,4.4368,9.8735
14489,1.4438,3.0618,19.6542,0.8347,2.2792,5.4983
14490,1.9774,2.2013,2.7564,1.3168,4.6335,6.4598
14491,4.4152,4.2421,10.7658,1.1572,2.3937,12.4564
14492,3.8582,3.6712,2.0045,0.2462,4.3247,14.8082
14493,1.4857,2.94,3.5499,0.1782,4.7636,16.1191
14494,0.8235,1.6668,3.9026,1.5695,1.7422,2.8735
14495,3.7205,1.0702,1.7361,0.8496,3.2395,14.8715
14496,2.2582,2.1515,17.9131,0.6844,3.3655,18.7591
14497,3.9474,1.5054,2.9639,1.9726,0.2049,11.8243
14498,2.5038,1.7624,12.7721,0.2619,2.2473,12.2913
14499,2.057,2.6266,12.7021,0.6112,4.2911,19.1288
14500,2.5304,0.9286,4.3736,1.7279,4.7368,17.4539
14501,3.8685,4.0503,19.969,0.8885,4.5062,11.3745
14502,4.56,0.8131,7.2737,1.2101,4.8672,15.4341
14503,0.724,2.4569,18.1493,0.1919,3.2999,4.0275
14504,2.8585,3.7553,18.9916,1.8486,1.2407,8.5557
14505,0.6478,2.4766,19.0053,0.3601,2.9194,14.4505
14506,2.6078,1.869,15.1803,0.5054,2.1636,6.1274
14507,4.4838,2.427,5.4492,0.3979,1.3674,9.351
14508,2.1272,4.2585,2.8528,1.0453,3.8867,3.8682
14509,4.696,4.9531,11.6128,1.652,3.1831,18.0072
14510,3.3377,3.1926,7.5208,0.6072,3.9715,17.9655
14511,4.7037,3.9879,16.7053,0.3704,1.4205,9.828
14512,3.9072,0.171,15.0273,0.8789,4.529,4.2441
14513,0.9655,4.4138,5.8911,1.9651,1.2697,13.7446
14514,1.5402,4.7748,0.8318,0.121,3.0494,4.6639
14515,2.2738,2.9183,5.1277,1.0576,0.3788,4.9576
14516,1.2655,3.7936,11.5588,1.3718,2.7507,19.4549
14517,2.7271,2.6124,2.0405,1.6328,0.5837,2.4411
14518,2.6212,1.5024,13.3363,1.5178,1.7279,7.8952
14519,4.8032,4.276,13.5981,0.2414,4.3174,11.3201
14520,2.4518,3.0245,3.8032,0.9776,4.4783,2.6019
14521,4.0353,2.939,12.1282,0.2496,3.8598,1.2594
14522,4.7386,3.3297,12.3359,1.2777,1.9017,11.0756
14523,4.4464,4.2944,9.8206,0.2464,2.9357,2.7339
14524,1.439,3.6863,19.0883,0.192,1.1975,5.3978
14525,2.7321,1.1345,2.6092,0.6815,3.4239,10.1968
14526,2.0648,2.3874,8.4292,1.8838,1.8023,7.2762
14527,2.2994,4.9035,17.717,1.449,1.1829,14.3558
14528,2.1236,2.8173,8.0331,0.1076,2.9664,19.2679
14529,4.2186,4.6974,8.7805,0.641,0.6478,15.1872
14530,2.5346,4.0855,13.5313,0.1332,3.4648,19.9998
14531,2.8566,3.3635,13.4785,0.6592,1.0163,8.0838
14532,4.921,1.8119,0.9466,1.4024,2.8119,6.4522
14533,0.7699,1.5912,9.3861,1.5436,2.0233,4.6454
14534,2.6958,3.2528,7.0035,1.6278,2.8746,17.7551
14535,3.9833,2.2196,12.7401,1.829,1.3052,8.1037
14536,1.1802,4.0139,11.3362,0.795,1.6209,14.3634
14537,3.2519,3.8262,13.1918,1.7389,0.7876,13.6582
14538,1.5776,1.6294,13.2485,1.4826,3.9071,1.613
14539,4.4033,3.5434,5.47,1.1217,0.4435,17.6531
14540,1.9719,2.5233,5.3061,1.9138,1.9445,9.9874
14541,1.9808,1.6841,7.7205,1.9007,2.3006,4.8592
14542,3.1919,2.1235,5.2182,1.8054,1.0565,19.5922
14543,1.326,4.4872,13.8148,0.4842,1.9856,15.1865
14544,1.782,1.8616,12.2559,0.495,2.1486,12.5263
14545,2.3748,1.5083,4.7195,1.8119,1.1992,19.7733
14546,2.0914,1.8239,17.74,0.856,3.2324,15.2534
14547,2.8619,1.1516,9.4829,1.6151,0.2512,2.8623
14548,3.1984,2.7687,2.9775,1.4052,1.0681,19.8274
14549,3.05,0.8224,4.6528,1.5485,3.158,12.1532
14550,3.4438,4.1055,11.0271,0.1499,3.1749,6.339
14551,1.8849,1.2053,7.0993,0.9169,1.3998,16.4417
14552,1.0689,3.0305,17.0988,1.7285,3.4469,1.4344
14553,3.9236,0.7126,10.1473,1.0309,2.402,13.2601
14554,4.3285,4.8944,18.3482,1.4113,2.6835,3.6058
14555,1.6565,2.3274,2.4856,1.5363,1.7298,2.2071
14556,2.3319,4.1286,13.5376,0.3294,4.9229,7.4027
14557,2.7436,3.8664,17.7728,0.3959,3.7132,7.4491
14558,2.9,3.5971,6.2121,1.4767,1.3173,12.2103
14559,3.4677,4.1541,3.1459,0.2037,1.2592,11.526
14560,0.6872,0.5923,9.4046,0.7496,3.8935,13.915
14561,3.7466,3.4246,19.246,1.8444,2.0013,3.8951
14562,0.7789,1.4026,12.8525,1.1913,0.5484,17.4818
14563,2.6073,3.9508,13.0576,1.8299,0.2744,17.2441
14564,4.2245,4.7887,13.5943,0.6879,2.1284,4.7173
14565,2.5305,4.5173,1.2753,1.3096,2.1321,9.7347
14566,1.1709,0.6633,9.1902,0.6448,3.5636,10.0163
14567,4.9327,1.9108,2.0127,0.3111,2.9164,18.4641
14568,4.5018,1.8852,6.6592,1.9823,3.8736,18.1596
14569,3.9709,0.6993,16.5212,0.4348,1.657,1.8156
14570,2.3518,0.5808,13.2973,0.4581,3.1588,19.1816
14571,1.3273,1.986,19.9137,1.6996,4.4399,1.837
14572,4.7364,4.9612,3.857,1.6243,0.4395,11.2166
14573,2.8956,2.8878,8.2426,1.9579,3.5714,6.5761
14574,4.3356,3.1467,16.288,0.2363,3.6078,8.114
14575,2.0394,2.408,4.706,0.2788,3.9907,12.721
14576,2.0088,3.3454,3.4976,0.9526,1.4183,11.8844
14577,4.9349,4.7876,8.8384,1.2243,2.141,3.766
14578,2.8482,2.9846,7.9827,0.1723,1.2746,19.4107
14579,1.1331,0.4187,19.614,0.4009,1.6121,1.0595
14580,1.4885,2.5152,9.3969,1.4363,4.8457,7.1959
14581,2.6687,4.9645,17.2885,1.3702,2.2837,16.1269
14582,0.6911,1.9983,17.8153,0.2704,4.2579,17.0933
14583,2.5814,3.01,3.5785,1.8702,3.9949,16.0472
14584,2.3852,0.6225,14.4484,0.5841,2.2782,7.7637
14585,4.007,0.7918,5.9133,1.7857,4.9617,13.6313
14586,2.0972,4.3859,2.3474,1.8537,4.2198,15.4038
14587,4.9215,1.5717,17.5567,1.0311,2.4652,11.7701
14588,1.3135,1.5967,6.2024,0.8827,1.6176,13.7408
14589,3.1594,1.9973,7.2346,0.6285,0.4689,11.2957
14590,0.9036,4.8357,6.8178,1.634,2.3775,1.5715
14591,3.8024,0.5135,4.4058,0.4735,1.864,5.8291
14592,4.9764,4.1119,8.9728,1.282,3.5857,14.2017
14593,4.1861,1.7736,8.8517,1.1776,0.1964,5.2099
14594,3.0007,4.2624,8.4707,0.5729,4.1741,9.3816
14595,2.6813,4.9596,18.3678,1.9678,2.1415,10.925
14596,4.2576,1.8085,7.1252,1.708,2.4017,13.5839
14597,4.7119,0.7338,1.0924,0.139,0.9957,5.5533
14598,4.9514,0.8074,3.9795,0.9023,4.6937,12.1067
14599,2.2844,3.8178,14.5692,0.782,2.0521,12.1319
14600,4.9591,0.8101,12.0217,1.7773,4.2294,16.978
14601,1.2017,1.3761,19.0588,0.6025,1.2635,11.2649
14602,1.641,1.1016,14.0415,1.9971,0.5736,6.254
14603,0.9006,1.8428,4.2877,0.4802,3.2152,10.6927
14604,1.7228,0.4644,2.8526,0.5634,4.9236,2.5919
14605,3.9557,4.298,10.6548,1.3656,3.27,12.3511
14606,4.3382,4.3147,13.4726,0.406,3.0827,18.3646
14607,4.005,2.1234,3.7299,1.7887,2.2669,10.8313
14608,3.3398,3.0992,12.233,0.3089,1.4906,6.1973
14609,2.8128,3.2456,17.3681,1.9683,2.2111,8.4078
14610,3.6892,3.7714,14.6876,1.7618,0.8299,18.0862
14611,2.2588,2.6514,13.4517,1.6953,1.3833,16.3548
14612,4.2859,2.6006,15.892,0.8737,2.4882,16.1619
14613,3.5474,3.1934,2.5296,1.0759,0.8095,11.4996
14614,3.6401,3.5449,4.4747,0.9671,3.9785,8.2301
14615,2.9117,1.7988,1.2429,1.9761,0.1567,3.0825
14616,4.4835,1.7188,3.3271,0.1662,1.6758,19.5245
14617,1.6341,1.4216,18.3071,0.8252,2.6316,3.9925
14618,2.2152,2.7893,4.8318,1.9399,4.6518,5.4163
14619,3.9994,1.8648,13.4109,0.8018,2.9099,15.4031
14620,2.7174,2.7475,13.9856,0.8569,1.545,7.3397
14621,4.5015,2.0893,13.0838,1.2995,1.8257,11.8854
14622,2.0588,4.2,11.3015,1.8238,1.7619,15.352
14623,2.162,0.4583,9.9795,0.6596,0.9838,11.3444
14624,4.4993,2.9038,8.6885,1.9005,0.8098,10.069
14625,2.5897,2.9206,18.3795,0.6369,2.4551,1.4887
14626,2.8226,1.9802,0.6855,1.6492,1.4243,10.0093
14627,1.9974,2.163,1.543,0.6241,0.55,9.373
14628,1.745,4.0206,10.104,0.2387,1.1607,17.67
14629,3.4518,1.4753,6.9449,1.6434,2.6516,9.2242
14630,1.0393,4.3699,8.4605,0.9551,1.3588,12.7839
14631,4.4567,4.4921,19.958,0.8424,1.2649,15.5878
14632,4.0064,3.288,15.6151,0.9168,3.1412,9.6204
14633,1.3584,3.887,17.6095,1.262,3.4781,5.5867
14634,3.6231,3.1034,7.6872,0.5991,1.2821,17.9321
14635,3.2118,2.6738,5.1714,0.5508,2.4135,17.9626
14636,1.3304,4.8367,15.4758,1.0185,3.8464,18.0468
14637,1.7294,1.485,16.2477,0.1677,3.4805,5.8191
14638,2.3404,0.8553,11.223,1.3214,0.4395,6.6515
14639,3.6466,1.5087,17.9709,1.6634,1.8643,18.4165
14640,3.3743,3.1117,19.3628,1.4821,3.6441,2.9528
14641,2.8951,1.0074,9.6849,0.9917,0.9792,13.2897
14642,3.9578,4.5532,4.842,1.1742,1.06,6.2002
14643,3.9107,2.114,10.5837,0.1497,3.1878,14.5655
14644,3.2804,4.2648,19.7959,1.8335,1.4904,16.7565
14645,4.0415,1.3213,6.2121,1.1603,1.6864,8.4582
14646,2.0042,1.6345,12.5432,0.7012,2.6618,3.4476
14647,4.4656,0.3902,14.0327,0.6578,3.7778,14.7786
14648,3.2671,1.3631,4.6716,1.3534,2.5416,1.5867
14649,4.2006,2.5025,11.975,1.2102,4.4778,0.7924
14650,2.9583,4.7361,6.6329,0.4569,0.6225,17.6052
14651,1.483,2.0056,17.1571,0.8788,3.7953,16.4277
14652,2.9408,3.2347,14.4377,1.3847,2.7638,11.8481
14653,2.17,2.1958,16.6122,0.6655,4.1018,13.4748
14654,3.6387,0.3293,4.3938,1.0676,1.6504,19.0758
14655,2.6411,2.5673,1.1742,0.5843,2.4623,1.7239
14656,4.2625,0.423,17.0853,0.2362,4.1356,4.7236
14657,3.5513,4.4301,8.0417,0.8377,4.1757,14.7194
14658,3.5804,3.7899,4.0046,1.4909,1.9424,5.6487
14659,1.4772,1.9554,2.292,0.5063,4.1288,4.5416
14660,4.9291,3.2371,10.5718,1.5336,3.4438,9.123
14661,4.2875,0.6489,3.4275,1.372,2.1062,14.6121
14662,4.0505,3.5425,11.5505,1.064,4.8516,4.6052
14663,1.986,4.1314,14.6825,1.9458,0.2514,8.8761
14664,2.9103,4.1266,10.9336,1.7785,1.975,10.6169
14665,1.117,1.493,18.1221,1.17,1.6041,3.8584
14666,2.9231,1.3924,3.5336,1.1598,4.6852,9.7974
14667,1.1565,2.6548,10.1321,0.6278,0.5873,17.3846
14668,2.9887,4.8421,3.6822,1.8484,3.1773,15.0483
14669,3.4192,4.6106,17.5801,1.8023,3.6115,10.3172
14670,2.2559,1.8622,18.6787,1.5099,1.0025,2.943
14671,2.7435,3.9212,8.2999,0.343,0.8347,0.9555
14672,4.4404,4.6145,6.4621,1.4369,0.3344,1.8112
14673,0.9885,1.3785,5.9467,0.5809,0.8785,15.1292
14674,4.0628,4.1684,17.2647,0.4587,4.0603,14.2353
14675,1.2684,1.4127,13.8076,1.5425,4.7254,15.0482
14676,0.6652,1.7821,17.6716,1.9235,4.517,6.4906
14677,1.3351,1.0742,2.7916,0.3069,1.89,2.2536
14678,3.9427,2.5847,9.7825,0.4116,3.6568,14.4295
14679,2.3231,4.2322,13.6855,0.5165,4.1525,18.4881
14680,4.4263,2.6875,17.9933,1.9295,4.0812,9.3177
14681,2.8612,0.7049,7.9494,1.4232,0.4072,15.4041
14682,0.6001,1.3337,6.6053,1.3887,1.1527,14.6974
14683,3.7252,2.858,18.3028,1.0596,4.7008,17.147
14684,0.996,2.9576,1.4269,1.1214,3.7255,1.0534
14685,4.0522,2.9268,9.8521,0.6513,4.1883,19.1284
14686,1.2565,0.4773,9.4432,0.3936,2.6192,17.3745
14687,2.0545,3.7931,3.3481,1.5825,2.026,17.5914
14688,3.9257,4.5562,8.2015,0.9943,3.291,19.9289
14689,4.794,2.6015,14.5907,0.5864,2.417,12.9698
14690,2.1715,3.6223,7.6539,1.3023,1.9314,2.0926
14691,4.2323,4.5787,6.5384,0.498,1.8046,16.5445
14692,1.3586,3.2489,15.747,1.0287,0.8737,3.1301
14693,4.1323,3.4042,19.78,0.4614,2.6941,14.8889
14694,3.4587,3.6349,15.6974,1.5434,2.6472,8.7685
14695,1.3673,1.3765,17.0037,0.7095,2.9948,0.629
14696,1.8613,2.9551,18.8203,0.9392,0.6695,8.9977
14697,1.093,4.2267,16.1346,1.5343,4.5831,16.035
14698,2.2234,1.5512,19.6169,1.3532,3.7361,2.2043
14699,1.4164,4.4961,15.072,0.8594,0.7417,0.5431
14700,3.398,3.1399,13.3997,0.235,0.4888,9.3289
14701,4.9753,2.1736,14.0203,1.8511,3.2503,0.5292
14702,0.554,3.1536,18.0516,0.1151,1.7734,18.7274
14703,2.9341,2.0691,13.8187,1.4957,1.6633,16.5848
14704,3.0815,4.2064,15.3435,1.8963,4.216,12.7873
14705,4.6139,2.4634,4.7122,0.6827,1.7912,0.8377
14706,2.777,4.5159,18.2967,0.2433,3.1977,11.6115
14707,2.9467,2.5981,9.2207,0.5741,2.7317,13.5862
14708,2.6224,3.3358,3.6408,0.6955,1.3885,11.9552
14709,1.7101,4.9889,16.0959,0.9575,1.725,18.9644
14710,0.7521,0.8201,7.4497,1.098,4.7216,16.7112
14711,2.339,3.71,4.0903,1.4781,1.7237,7.6193
14712,0.7367,0.7805,5.4969,1.8117,3.9416,14.0486
14713,2.9772,4.2104,1.1815,0.9831,4.3202,9.4924
14714,1.8828,3.0226,2.2671,1.518,0.4481,18.6028
14715,2.9012,4.697,12.0562,0.3417,3.3492,12.5535
14716,1.1043,4.3432,17.3912,0.7247,3.7714,11.8504
14717,4.6968,0.4669,9.2463,0.3244,2.2267,10.2636
14718,4.5253,0.7728,12.7081,1.4143,2.8897,7.8659
14719,1.355,3.0457,16.2898,1.8245,0.8928,3.3871
14720,2.0455,2.6397,7.457,1.7892,1.6606,5.8417
14721,3.2607,0.926,13.2591,0.7203,3.5676,6.9838
14722,0.9306,0.7339,7.3334,0.545,3.0526,3.5033
14723,2.0956,2.8636,13.0329,0.6207,0.7683,16.3479
14724,1.63,0.3397,4.7434,0.6459,4.9414,0.5433
14725,4.6198,4.3813,19.5679,0.2563,4.6952,18.3575
14726,4.3363,4.0547,1.9855,0.3534,1.1982,3.0015
14727,3.1092,3.9483,10.352,0.5075,4.3881,1.4939
14728,2.8416,0.1784,6.0828,0.1155,1.4091,19.9062
14729,4.6883,0.3334,12.2163,0.1897,2.8623,19.996
14730,4.6959,2.7942,8.852,1.4272,3.932,4.2393
14731,4.862,4.9727,6.48,1.2767,1.786,3.109
14732,1.0642,1.7773,5.3757,1.8963,2.8202,4.3566
14733,1.2225,1.7874,4.0587,0.8633,2.3067,10.4708
14734,3.5453,0.758,15.7661,0.9442,3.825,6.7631
14735,2.9365,3.4042,4.8329,0.2287,2.4455,7.0591
14736,0.5831,3.2687,15.5838,0.3893,2.8779,16.2866
14737,0.7789,0.5965,9.9583,1.4141,4.2432,17.8588
14738,4.4964,2.3903,1.9084,0.5466,3.5234,19.4117
14739,4.4099,3.3687,3.7261,1.5692,2.6848,10.5374
14740,2.1077,2.5182,17.9116,1.4408,2.3603,5.2997
14741,4.5097,3.4044,12.2549,1.5198,0.7212,11.3209
14742,3.1715,4.0997,4.0945,1.4121,0.3762,17.4855
14743,4.1266,3.4605,14.2234,1.4446,4.7686,1.1028
14744,2.4234,3.119,16.5536,1.1389,1.014,18.2692
14745,1.0103,4.2826,6.9477,1.3887,1.4567,4.9177
14746,2.4518,4.5129,11.3536,1.0997,3.0936,6.5548
14747,2.5578,2.0055,6.2223,0.4916,4.1568,7.599
14748,2.9792,0.9489,2.0612,0.5135,4.1824,18.3183
14749,0.9751,4.1075,8.2904,0.8701,4.1653,3.9319
14750,4.9613,1.1474,15.1529,0.1264,4.8926,4.8487
14751,1.5986,4.6519,9.4443,1.7897,0.3729,14.7565
14752,1.3935,0.2121,8.4027,0.6097,2.0593,18.7264
14753,2.8706,4.6142,7.6371,0.1979,4.5766,2.5423
14754,2.9174,2.987,9.4489,0.9064,2.39,10.6839
14755,2.4792,3.8962,6.7055,1.6496,4.3694,18.332
14756,3.9735,2.0526,12.4376,0.855,0.1865,17.7787
14757,2.8249,4.9594,1.7395,0.5991,2.5714,18.9949
14758,3.2436,1.215,16.2441,1.1353,4.62,18.091
14759,3.7569,1.3953,3.8768,1.1913,1.3803,6.6367
14760,0.6126,0.352,12.8522,1.5425,4.6553,4.5562
14761,3.0679,4.7083,9.2727,1.6195,0.1415,18.0788
14762,4.4789,2.3345,15.5831,1.4418,0.4867,14.3831
14763,0.5782,3.4068,16.6097,0.1086,2.4364,7.8812
14764,2.3233,3.4685,4.4819,0.1039,0.6213,14.4022
14765,4.668,4.3851,13.705,1.9572,1.2054,6.4902
14766,2.0892,3.3581,4.2032,0.602,1.5579,11.8362
14767,2.5643,2.8539,2.918,0.6365,2.4593,5.05
14768,4.9169,3.5806,18.6408,1.4913,2.0135,11.454
14769,1.397,3.7798,3.7056,1.205,4.6185,18.5016
14770,0.7936,1.011,4.9486,0.9808,4.4415,15.5431
14771,4.3674,0.6374,3.0413,0.3212,3.7655,13.2933
14772,4.4081,0.4668,9.6707,0.2548,3.3306,5.2973
14773,2.6244,1.9329,18.4323,1.4369,1.1013,1.7357
14774,2.8139,2.5402,5.6491,0.3367,3.0489,14.3561
14775,4.2611,3.1167,11.0661,0.928,0.8206,11.7339
14776,3.8235,4.7944,8.5234,1.4986,2.3183,4.6458
14777,1.6932,1.7209,7.0522,1.8541,2.3615,18.7278
14778,0.576,3.8283,11.657,1.7598,3.4796,11.2644
14779,2.6587,2.7037,11.3984,1.7417,4.1921,11.6512
14780,4.3651,1.1784,7.5076,0.7811,1.6705,6.3258
14781,4.5313,3.115,17.086,1.8616,0.3018,17.648
14782,4.803,4.8392,1.5369,1.399,0.3302,17.8821
14783,4.458,0.7091,2.1621,1.7843,4.3866,14.4454
14784,3.1102,2.5857,19.8202,0.269,2.483,2.4359
14785,2.5007,0.3529,15.0798,0.1752,1.3153,2.1455
14786,3.9868,1.674,16.1766,0.9163,0.2582,9.6529
14787,3.8292,3.141,12.2527,1.6732,2.6909,3.2711
14788,2.9216,4.2212,8.6873,0.8762,0.7718,6.9724
14789,0.893,3.6786,12.7699,1.7808,2.1434,3.8412
14790,4.6674,2.368,2.3054,0.5461,2.6288,6.5472
14791,2.5502,4.5552,15.2765,0.1748,1.2231,18.8868
14792,2.135,1.5833,11.0445,1.5464,1.0743,15.1906
14793,3.3331,3.7945,19.1563,1.2897,0.1971,3.197
14794,3.5323,2.4226,12.9308,0.9362,2.9691,13.5439
14795,1.4481,4.5033,3.458,1.706,1.0822,1.0949
14796,4.2662,4.0074,9.8122,1.6659,4.4033,19.6807
14797,1.8047,4.5172,1.6275,0.7166,3.0585,10.8681
14798,1.3401,1.1498,15.0359,1.6922,2.8264,10.3556
14799,2.3288,3.3739,10.2857,0.7558,2.573,5.1865
14800,3.7875,3.7185,7.7082,1.2816,1.155,9.4278
14801,4.8446,3.7378,19.3867,0.4657,4.8501,10.7617
14802,4.1418,2.5696,18.8417,0.602,4.8385,13.3349
14803,4.7316,0.1551,19.0802,0.951,1.6742,1.3953
14804,1.1327,1.381,4.8089,0.6977,3.9035,7.1724
14805,0.8203,1.6842,14.7071,0.3454,0.6843,8.0464
14806,3.0097,4.275,18.935,1.0164,3.9246,3.4084
14807,1.8063,4.2203,11.632,1.0716,1.503,5.1758
14808,4.2262,0.6129,4.6761,0.4015,1.5168,5.1151
14809,3.5239,4.7542,16.4473,0.4312,2.5854,16.3023
14810,4.8683,0.994,17.6584,0.1558,2.0224,13.9008
14811,1.6466,2.1304,14.2131,0.1577,0.6774,18.4936
14812,2.686,1.1543,6.2243,0.7814,3.0061,6.5429
14813,2.7556,4.3156,4.2185,0.3786,1.1478,17.6924
14814,1.5763,3.7721,12.6733,1.8463,2.278,17.3441
14815,3.1554,1.8323,9.9146,0.4789,1.232,9.2352
14816,2.4948,3.4412,13.5413,0.2253,4.3022,12.7797
14817,2.5102,1.0034,2.6781,0.8679,1.7563,12.1601
14818,2.1323,1.9733,3.1503,0.4657,4.4487,6.5026
14819,0.5762,1.9478,7.5763,0.2174,1.6979,5.6104
14820,2.8494,1.2659,5.5458,1.5302,0.9795,3.7947
14821,2.0086,4.3939,12.5771,1.1585,2.9255,16.8345
14822,0.5059,3.4263,7.667,0.2083,2.8202,10.9038
14823,1.8857,1.4717,13.8374,0.9892,3.1327,7.0981
14824,1.7538,1.2864,15.4916,0.1738,1.5805,10.4449
14825,2.2705,0.188,4.1498,0.7732,1.6678,2.0715
14826,1.0933,1.7983,18.4366,0.7902,1.2634,2.5667
14827,2.7846,2.6812,15.8496,1.6637,4.6492,15.3074
14828,3.616,1.4608,12.7222,1.497,3.4465,18.0743
14829,3.3358,3.5322,18.2241,1.8042,3.8057,6.7452
14830,4.1169,2.1176,5.6844,0.367,1.0514,8.4789
14831,2.534,1.65,8.7234,1.1142,3.3417,7.7877
14832,2.8359,4.7014,2.1728,0.1384,3.8371,9.8413
14833,4.1468,1.3877,9.3955,1.6685,1.778,8.5726
14834,2.4247,2.0515,10.3748,0.7965,0.8727,8.0316
14835,3.6572,1.9732,12.5133,0.2317,3.5153,13.369
14836,2.4557,1.2819,1.7488,0.7168,3.0946,5.8062
14837,2.3798,1.1656,1.1331,0.6451,2.9205,18.8814
14838,3.9209,1.5817,8.6879,1.5554,0.9946,6.5153
14839,1.2868,4.3348,4.1881,0.3406,1.3862,4.6843
14840,2.0236,3.8587,15.2964,1.156,3.1619,19.4522
14841,1.5088,3.4369,13.5404,1.6084,3.1066,4.9617
14842,2.116,2.3398,6.8536,1.5051,2.8181,10.9652
14843,1.5367,2.588,1.3928,1.8782,3.8639,6.9139
14844,3.1073,1.409,4.0577,0.1012,4.0918,2.0108
14845,4.0918,0.4641,13.9877,0.7722,1.4549,19.0818
14846,4.0398,1.7221,19.8082,0.8022,0.8723,7.7981
14847,2.1403,2.5284,6.866,0.1633,1.0857,13.074
14848,4.9494,0.3808,16.1389,1.6528,1.4784,17.3139
14849,3.1723,0.5323,17.4084,1.4089,4.744,11.2832
14850,2.2973,1.3888,1.4395,1.1034,0.7721,14.4007
14851,4.2599,1.8987,18.3663,0.8695,4.4059,15.7998
14852,3.7844,2.0273,9.591,1.8013,1.0965,7.9401
14853,3.8717,0.6776,19.3027,0.6025,1.8074,12.7611
14854,1.3826,1.2065,11.0018,0.7356,0.7168,4.5162
14855,2.6075,1.3821,5.0853,1.91,0.6065,1.5791
14856,4.3782,0.4314,19.506,0.2228,0.5662,19.7412
14857,2.7682,1.6979,5.2444,1.5832,1.7795,2.3058
14858,3.5755,0.4539,17.7083,1.4643,2.6661,8.8601
14859,3.1457,3.5469,3.876,1.8136,1.084,1.8144
14860,4.2906,1.9916,13.658,0.2721,4.6701,18.4926
14861,1.7805,1.7011,8.5202,1.9438,2.9735,2.6292
14862,3.0896,0.72,19.4544,0.1548,4.4368,15.8369
14863,1.0546,1.2099,4.1031,0.7416,0.8292,14.4571
14864,3.6059,1.2403,8.4715,0.2612,0.8031,1.3783
14865,3.7939,4.9275,12.9756,0.1972,4.2491,14.5647
14866,0.6928,4.1932,19.5636,1.933,2.8831,19.4015
14867,3.5411,0.1748,6.4253,1.4674,4.6991,10.6596
14868,2.3661,3.1225,8.239,1.0608,0.8198,6.1453
14869,1.0584,1.354,9.5049,0.3056,0.2275,11.127
