ID,l_s,l_2,l_1,w_s,w_2,w_1,freq,s_2,s_1
14454,5.81,7.43,7.14,0.6,0.45,0.19,970.00 MHz,0.28,0.18
14455,6.19,6.84,7.39,0.61,0.56,0.2,2.61 GHz,0.26,0.29
14456,5.95,7.37,6.88,0.69,0.47,0.3,3.69 GHz,0.22,0.21
14457,5.62,6.77,6.98,0.69,0.51,0.15,810.00 MHz,0.32,0.29
14458,6.08,6.76,6.62,0.52,0.56,0.22,3.80 GHz,0.2,0.26
14459,6.02,7.28,7.23,0.52,0.44,0.18,960.00 MHz,0.18,0.33
14460,5.8,6.68,6.52,0.57,0.55,0.21,3.48 GHz,0.17,0.31
14461,6.27,6.9,7.46,0.68,0.55,0.22,2.41 GHz,0.2,0.29
14462,6.34,6.57,6.52,0.61,0.47,0.17,1.21 GHz,0.34,0.27
14463,6.36,6.56,7.16,0.55,0.58,0.24,2.66 GHz,0.32,0.16
14464,5.69,6.58,6.81,0.57,0.41,0.22,2.34 GHz,0.27,0.3
14465,5.95,6.51,7.01,0.57,0.55,0.18,1.01 GHz,0.3,0.2
14466,5.69,6.61,7.11,0.59,0.52,0.3,3.23 GHz,0.19,0.24
14467,6.13,7.23,6.52,0.64,0.45,0.16,2.30 GHz,0.3,0.21
14468,5.64,7.1,6.53,0.66,0.46,0.24,2.33 GHz,0.17,0.18
14469,6.01,7.29,7.29,0.54,0.41,0.12,1.59 GHz,0.17,0.24
14470,5.81,7.24,6.86,0.58,0.57,0.19,2.56 GHz,0.2,0.26
14471,6.28,6.69,6.51,0.68,0.51,0.3,3.81 GHz,0.21,0.24
14472,5.69,6.54,6.71,0.69,0.42,0.21,2.88 GHz,0.24,0.24
14473,6.34,6.75,6.94,0.5,0.43,0.3,1.55 GHz,0.32,0.3
14474,6.48,7.41,7.34,0.66,0.55,0.12,2.51 GHz,0.32,0.31
14475,5.56,7.23,6.91,0.58,0.41,0.1,3.68 GHz,0.28,0.2
14476,5.95,6.82,7.25,0.61,0.48,0.17,2.94 GHz,0.24,0.24
14477,5.6,7.48,6.89,0.61,0.46,0.18,3.17 GHz,0.26,0.28
14478,6.38,6.51,7.37,0.55,0.51,0.11,3.29 GHz,0.21,0.3
14479,6.22,7.22,6.58,0.54,0.45,0.21,2.31 GHz,0.21,0.22
14480,6.1,7.36,7.36,0.65,0.54,0.15,1.76 GHz,0.31,0.27
14481,5.57,6.55,6.9,0.55,0.42,0.16,2.92 GHz,0.16,0.19
14482,6.39,6.68,7.1,0.68,0.49,0.15,2.46 GHz,0.25,0.31
14483,6.28,7.16,6.95,0.66,0.6,0.16,1.64 GHz,0.17,0.17
14484,6.47,7.34,7.34,0.66,0.53,0.15,1.39 GHz,0.18,0.34
14485,5.97,6.58,6.69,0.52,0.43,0.18,2.86 GHz,0.21,0.29
14486,5.75,7.02,7.19,0.69,0.59,0.28,1.57 GHz,0.22,0.29
14487,6.0,6.75,7.14,0.5,0.59,0.1,1.11 GHz,0.16,0.34
14488,5.85,6.87,6.65,0.68,0.6,0.29,3.14 GHz,0.3,0.31
14489,6.36,6.98,7.01,0.6,0.52,0.21,810.00 MHz,0.34,0.18
14490,5.63,7.11,7.1,0.56,0.53,0.13,2.98 GHz,0.32,0.19
14491,6.2,7.17,6.91,0.68,0.5,0.25,2.06 GHz,0.18,0.2
14492,5.54,6.89,7.29,0.51,0.59,0.21,3.53 GHz,0.25,0.29
14493,5.7,6.72,6.98,0.66,0.47,0.27,3.69 GHz,0.16,0.19
14494,5.51,7.1,7.33,0.51,0.49,0.29,1.20 GHz,0.33,0.16
14495,5.92,7.11,6.88,0.52,0.5,0.24,2.15 GHz,0.34,0.22
14496,6.4,7.5,6.57,0.68,0.45,0.19,2.98 GHz,0.34,0.33
14497,6.42,7.4,6.52,0.65,0.51,0.23,1.62 GHz,0.2,0.31
14498,6.37,6.58,6.71,0.51,0.58,0.18,2.52 GHz,0.23,0.18
14499,6.21,7.36,6.67,0.69,0.53,0.27,2.82 GHz,0.2,0.27
14500,5.72,7.19,6.58,0.65,0.52,0.11,1.44 GHz,0.29,0.25
14501,5.94,7.38,7.06,0.62,0.4,0.11,1.95 GHz,0.23,0.2
14502,5.52,7.35,6.91,0.68,0.43,0.18,1.12 GHz,0.3,0.35
14503,5.76,6.97,6.96,0.6,0.46,0.26,2.68 GHz,0.21,0.24
14504,5.96,6.84,6.89,0.57,0.57,0.13,1.63 GHz,0.2,0.34
14505,5.73,7.03,7.31,0.58,0.51,0.18,3.60 GHz,0.16,0.26
14506,6.29,7.02,7.15,0.56,0.44,0.15,1.93 GHz,0.21,0.3
14507,6.27,7.4,6.85,0.54,0.5,0.27,3.94 GHz,0.27,0.16
14508,5.56,6.53,7.04,0.68,0.52,0.13,2.12 GHz,0.22,0.2
14509,5.87,6.52,6.52,0.56,0.42,0.19,940.00 MHz,0.18,0.34
14510,5.63,7.49,7.42,0.54,0.42,0.2,3.46 GHz,0.29,0.33
14511,5.81,6.78,7.02,0.54,0.46,0.28,920.00 MHz,0.33,0.16
14512,6.38,7.43,6.54,0.63,0.49,0.22,1.69 GHz,0.26,0.31
14513,5.93,6.7,6.96,0.64,0.43,0.28,3.30 GHz,0.21,0.3
14514,5.92,7.15,6.9,0.66,0.45,0.21,1.01 GHz,0.32,0.15
14515,5.8,7.44,6.66,0.62,0.56,0.3,1.54 GHz,0.24,0.35
14516,5.66,6.67,7.43,0.53,0.46,0.13,2.47 GHz,0.3,0.27
14517,6.25,6.99,6.99,0.54,0.42,0.18,3.17 GHz,0.3,0.18
14518,5.86,7.21,7.08,0.63,0.46,0.23,2.59 GHz,0.19,0.26
14519,5.52,6.8,7.05,0.61,0.56,0.21,1.44 GHz,0.22,0.25
14520,5.5,7.37,7.36,0.66,0.44,0.28,3.85 GHz,0.28,0.19
14521,6.44,7.01,6.81,0.62,0.4,0.11,3.57 GHz,0.16,0.32
14522,5.78,6.95,7.28,0.66,0.53,0.15,1.90 GHz,0.26,0.28
14523,6.37,6.87,6.85,0.5,0.42,0.26,3.70 GHz,0.25,0.28
14524,6.23,7.16,7.26,0.64,0.42,0.18,3.46 GHz,0.26,0.29
14525,5.7,7.32,6.76,0.69,0.45,0.19,3.73 GHz,0.22,0.22
14526,6.28,6.88,6.63,0.55,0.42,0.18,3.62 GHz,0.2,0.2
14527,6.37,7.11,7.12,0.54,0.54,0.11,3.63 GHz,0.25,0.17
14528,6.39,6.51,7.37,0.65,0.52,0.18,2.73 GHz,0.31,0.34
14529,5.76,6.9,7.44,0.55,0.48,0.26,2.26 GHz,0.29,0.17
14530,5.72,6.93,7.11,0.69,0.55,0.24,1.88 GHz,0.19,0.29
14531,5.99,7.4,6.64,0.6,0.41,0.21,1.48 GHz,0.15,0.23
14532,5.8,7.31,7.45,0.63,0.52,0.14,1.67 GHz,0.23,0.23
14533,6.12,7.07,7.44,0.63,0.41,0.14,2.18 GHz,0.34,0.18
14534,6.39,6.89,7.43,0.53,0.41,0.16,1.53 GHz,0.32,0.22
14535,5.64,7.32,7.42,0.52,0.45,0.24,1.79 GHz,0.25,0.21
14536,5.62,6.56,7.43,0.59,0.46,0.13,3.40 GHz,0.31,0.3
14537,6.08,6.95,6.85,0.63,0.55,0.18,2.21 GHz,0.28,0.21
14538,5.85,6.62,6.61,0.6,0.54,0.14,3.97 GHz,0.24,0.18
14539,5.89,6.99,7.15,0.63,0.47,0.12,2.00 GHz,0.31,0.24
14540,5.77,6.83,7.28,0.57,0.52,0.26,1.70 GHz,0.26,0.23
14541,6.4,6.85,6.71,0.63,0.51,0.19,1.84 GHz,0.19,0.15
14542,6.49,6.55,6.65,0.64,0.54,0.23,3.43 GHz,0.3,0.3
14543,5.88,6.73,7.25,0.53,0.44,0.13,3.20 GHz,0.23,0.29
14544,6.19,6.71,7.47,0.66,0.44,0.13,1.29 GHz,0.29,0.28
14545,5.6,6.96,6.91,0.55,0.52,0.17,1.68 GHz,0.16,0.23
14546,5.56,6.84,6.66,0.6,0.54,0.2,1.96 GHz,0.29,0.33
14547,6.42,7.45,6.83,0.52,0.43,0.2,2.61 GHz,0.2,0.33
14548,5.96,6.66,6.62,0.65,0.5,0.28,1.31 GHz,0.19,0.16
14549,5.72,7.0,6.87,0.62,0.48,0.12,2.79 GHz,0.3,0.16
14550,6.33,7.12,7.05,0.66,0.6,0.17,2.54 GHz,0.3,0.34
14551,6.3,7.19,6.87,0.54,0.49,0.12,3.10 GHz,0.16,0.32
14552,6.06,7.29,6.97,0.52,0.41,0.11,3.94 GHz,0.33,0.16
14553,5.63,7.41,7.23,0.57,0.44,0.21,1.66 GHz,0.24,0.26
14554,5.74,7.06,6.58,0.53,0.44,0.13,1.18 GHz,0.34,0.32
14555,6.26,6.94,6.98,0.65,0.48,0.1,1.53 GHz,0.33,0.21
14556,5.64,6.72,7.26,0.68,0.53,0.23,1.96 GHz,0.3,0.18
14557,6.39,7.31,6.74,0.57,0.55,0.24,1.83 GHz,0.31,0.27
14558,5.86,6.54,7.11,0.68,0.46,0.29,3.19 GHz,0.25,0.2
14559,6.37,7.37,6.85,0.67,0.56,0.17,1.36 GHz,0.17,0.3
14560,6.37,7.43,6.88,0.53,0.48,0.13,1.28 GHz,0.32,0.25
14561,5.59,7.45,6.68,0.63,0.46,0.21,2.15 GHz,0.19,0.24
14562,6.22,6.82,6.97,0.55,0.48,0.15,2.67 GHz,0.28,0.31
14563,5.73,6.63,6.85,0.52,0.42,0.12,2.50 GHz,0.19,0.21
14564,6.14,6.94,7.1,0.59,0.57,0.27,3.30 GHz,0.18,0.32
14565,5.66,6.96,7.02,0.64,0.59,0.24,3.16 GHz,0.16,0.32
14566,5.65,7.35,7.02,0.6,0.53,0.14,2.41 GHz,0.19,0.26
14567,5.99,7.34,6.86,0.55,0.52,0.28,2.76 GHz,0.31,0.19
14568,5.99,6.95,6.68,0.58,0.55,0.28,3.73 GHz,0.18,0.25
14569,6.42,6.82,7.43,0.62,0.44,0.26,1.73 GHz,0.21,0.26
14570,6.44,7.12,7.19,0.54,0.47,0.16,2.96 GHz,0.29,0.26
14571,6.44,7.37,6.79,0.62,0.58,0.17,3.69 GHz,0.22,0.19
14572,5.64,6.87,6.83,0.52,0.41,0.14,3.18 GHz,0.23,0.3
14573,5.73,7.08,7.44,0.67,0.46,0.2,1.03 GHz,0.28,0.28
14574,5.74,6.64,7.5,0.69,0.44,0.13,1.12 GHz,0.34,0.25
14575,5.62,6.89,6.83,0.63,0.42,0.25,3.22 GHz,0.26,0.21
14576,5.83,7.39,6.78,0.6,0.56,0.25,1.84 GHz,0.23,0.24
14577,6.23,6.95,7.37,0.67,0.54,0.25,1.47 GHz,0.33,0.27
14578,6.35,6.76,6.86,0.5,0.58,0.24,3.90 GHz,0.18,0.3
14579,5.9,6.64,7.19,0.57,0.55,0.13,3.93 GHz,0.16,0.2
14580,5.84,6.6,7.16,0.66,0.47,0.1,2.94 GHz,0.19,0.33
14581,6.09,6.58,7.29,0.53,0.51,0.27,3.55 GHz,0.15,0.21
14582,5.99,7.3,6.55,0.51,0.42,0.26,1.20 GHz,0.34,0.16
14583,5.94,6.9,6.87,0.62,0.6,0.12,3.28 GHz,0.22,0.19
14584,5.84,6.54,7.39,0.57,0.44,0.19,1.60 GHz,0.21,0.3
14585,5.98,6.58,7.27,0.5,0.54,0.26,3.79 GHz,0.32,0.34
14586,5.8,6.59,7.4,0.62,0.43,0.18,2.09 GHz,0.24,0.28
14587,6.19,6.92,7.04,0.69,0.41,0.23,3.41 GHz,0.2,0.22
14588,5.67,7.31,7.11,0.69,0.58,0.17,3.44 GHz,0.33,0.18
14589,6.05,7.42,6.6,0.56,0.56,0.19,3.12 GHz,0.26,0.19
14590,5.84,7.36,7.23,0.57,0.42,0.2,3.76 GHz,0.2,0.26
14591,6.31,6.64,7.06,0.67,0.43,0.19,3.78 GHz,0.28,0.15
14592,6.1,7.17,6.82,0.58,0.49,0.29,2.18 GHz,0.16,0.22
14593,6.35,6.51,6.81,0.6,0.51,0.23,3.66 GHz,0.28,0.31
14594,5.85,6.86,6.69,0.51,0.47,0.22,2.71 GHz,0.2,0.31
14595,6.12,6.96,6.73,0.69,0.54,0.14,1.15 GHz,0.24,0.23
14596,6.4,7.25,7.25,0.6,0.41,0.24,3.68 GHz,0.35,0.29
14597,5.81,7.03,7.19,0.55,0.57,0.15,3.92 GHz,0.16,0.26
14598,5.84,6.61,6.65,0.63,0.41,0.18,2.46 GHz,0.34,0.28
14599,6.32,7.44,7.29,0.68,0.45,0.1,1.31 GHz,0.33,0.17
14600,5.92,7.09,6.92,0.53,0.41,0.2,2.52 GHz,0.27,0.34
14601,6.38,6.83,7.27,0.55,0.43,0.16,850.00 MHz,0.21,0.28
14602,6.01,6.66,6.91,0.63,0.45,0.19,1.07 GHz,0.18,0.29
14603,5.72,6.88,7.09,0.52,0.41,0.3,2.86 GHz,0.28,0.34
14604,5.59,6.95,7.37,0.59,0.46,0.18,1.09 GHz,0.15,0.19
14605,6.0,6.57,7.02,0.62,0.57,0.14,3.57 GHz,0.27,0.15
14606,5.94,7.4,7.22,0.57,0.52,0.3,1.92 GHz,0.2,0.28
14607,5.98,7.12,7.38,0.56,0.5,0.22,1.65 GHz,0.27,0.19
14608,5.86,6.74,6.81,0.56,0.46,0.17,2.62 GHz,0.25,0.34
14609,5.67,6.89,6.92,0.53,0.47,0.1,1.97 GHz,0.22,0.31
14610,5.87,7.35,6.94,0.54,0.41,0.21,1.52 GHz,0.32,0.21
14611,6.03,6.81,7.36,0.66,0.51,0.24,3.20 GHz,0.29,0.2
14612,6.07,7.5,7.39,0.53,0.49,0.14,2.09 GHz,0.22,0.29
14613,6.25,7.43,6.66,0.58,0.49,0.22,3.78 GHz,0.26,0.32
14614,6.15,7.3,7.49,0.61,0.44,0.3,3.02 GHz,0.24,0.2
14615,5.71,7.14,6.85,0.61,0.59,0.16,950.00 MHz,0.19,0.32
14616,6.39,6.73,7.48,0.68,0.43,0.17,1.82 GHz,0.31,0.27
14617,6.36,7.01,6.98,0.69,0.49,0.12,3.83 GHz,0.24,0.31
14618,5.96,7.37,7.08,0.7,0.41,0.22,1.48 GHz,0.24,0.35
14619,5.9,6.56,6.71,0.64,0.58,0.11,3.58 GHz,0.2,0.27
14620,6.22,6.58,7.29,0.54,0.52,0.22,3.64 GHz,0.24,0.25
14621,6.02,7.32,6.51,0.53,0.51,0.17,980.00 MHz,0.17,0.29
14622,5.7,7.13,6.51,0.65,0.59,0.29,920.00 MHz,0.34,0.23
14623,5.55,7.44,7.15,0.63,0.55,0.2,1.16 GHz,0.2,0.22
14624,6.32,6.69,7.05,0.66,0.48,0.12,1.30 GHz,0.26,0.16
14625,5.72,6.93,6.54,0.62,0.42,0.18,1.74 GHz,0.35,0.16
14626,6.48,7.36,7.15,0.68,0.58,0.21,3.83 GHz,0.19,0.29
14627,6.3,6.86,7.42,0.69,0.45,0.28,1.22 GHz,0.15,0.15
14628,5.94,7.0,7.14,0.56,0.56,0.11,1.22 GHz,0.16,0.3
14629,6.04,6.69,6.99,0.52,0.49,0.21,1.28 GHz,0.28,0.19
14630,5.78,7.34,7.33,0.65,0.43,0.14,1.92 GHz,0.3,0.25
14631,6.24,7.01,7.33,0.51,0.53,0.18,3.91 GHz,0.18,0.22
14632,5.55,6.75,7.14,0.55,0.42,0.3,3.33 GHz,0.22,0.24
14633,5.79,7.04,7.02,0.5,0.42,0.21,1.32 GHz,0.17,0.18
14634,5.7,6.87,6.8,0.58,0.53,0.26,3.50 GHz,0.26,0.34
14635,5.8,7.48,6.58,0.63,0.53,0.21,2.27 GHz,0.32,0.3
14636,6.49,7.09,7.24,0.57,0.55,0.25,2.08 GHz,0.35,0.31
14637,6.22,6.79,7.22,0.58,0.5,0.27,3.11 GHz,0.34,0.22
14638,5.79,6.99,6.94,0.64,0.45,0.11,2.84 GHz,0.2,0.28
14639,5.97,7.38,6.88,0.56,0.59,0.2,3.46 GHz,0.16,0.2
14640,6.07,6.88,7.23,0.6,0.42,0.18,2.38 GHz,0.18,0.33
14641,5.83,7.47,6.66,0.63,0.56,0.16,3.55 GHz,0.28,0.25
14642,5.99,6.68,7.26,0.51,0.6,0.28,1.86 GHz,0.28,0.18
14643,5.83,6.96,6.86,0.69,0.51,0.24,3.40 GHz,0.22,0.33
14644,6.38,6.93,7.49,0.52,0.43,0.14,2.70 GHz,0.22,0.32
14645,6.16,7.1,6.8,0.53,0.5,0.3,3.46 GHz,0.19,0.23
14646,5.57,7.34,7.06,0.64,0.57,0.3,1.91 GHz,0.32,0.32
14647,5.99,6.59,7.49,0.51,0.6,0.23,2.73 GHz,0.19,0.25
14648,6.11,6.67,6.61,0.65,0.48,0.12,2.58 GHz,0.31,0.33
14649,6.18,6.58,7.12,0.57,0.5,0.19,1.68 GHz,0.23,0.35
14650,6.12,6.61,7.01,0.62,0.58,0.18,1.82 GHz,0.2,0.3
14651,5.57,7.47,7.08,0.51,0.59,0.11,3.99 GHz,0.18,0.28
14652,6.18,6.71,7.41,0.64,0.41,0.21,3.20 GHz,0.27,0.23
14653,6.22,6.54,7.2,0.58,0.43,0.17,2.36 GHz,0.17,0.24
14654,6.05,6.58,6.5,0.67,0.42,0.22,1.17 GHz,0.22,0.18
14655,6.22,6.59,6.84,0.6,0.42,0.18,3.67 GHz,0.22,0.25
14656,5.62,7.25,7.14,0.54,0.54,0.29,1.96 GHz,0.2,0.32
14657,5.81,6.52,7.33,0.59,0.6,0.22,2.99 GHz,0.18,0.32
14658,6.42,7.11,6.6,0.6,0.51,0.2,3.37 GHz,0.34,0.33
14659,6.15,6.72,6.97,0.67,0.54,0.17,2.80 GHz,0.3,0.31
14660,5.98,6.9,6.84,0.54,0.58,0.28,2.17 GHz,0.18,0.21
14661,6.29,7.07,6.55,0.55,0.41,0.17,2.13 GHz,0.24,0.27
14662,5.75,7.0,7.24,0.69,0.53,0.18,2.11 GHz,0.27,0.27
14663,5.57,7.25,7.03,0.58,0.52,0.13,910.00 MHz,0.34,0.21
14664,5.88,7.18,7.0,0.62,0.46,0.26,2.57 GHz,0.27,0.2
14665,6.0,7.02,7.25,0.59,0.42,0.22,2.39 GHz,0.25,0.33
14666,6.32,7.01,7.06,0.55,0.49,0.26,1.06 GHz,0.32,0.31
14667,6.19,7.29,7.16,0.6,0.54,0.28,2.04 GHz,0.23,0.26
14668,5.74,7.25,6.51,0.54,0.47,0.23,3.09 GHz,0.17,0.24
14669,5.73,7.27,6.69,0.6,0.42,0.2,3.04 GHz,0.3,0.3
14670,5.51,7.37,7.07,0.54,0.53,0.29,3.96 GHz,0.34,0.25
14671,6.02,6.79,7.2,0.5,0.5,0.19,1.21 GHz,0.19,0.24
14672,5.58,7.49,6.75,0.56,0.6,0.28,2.07 GHz,0.35,0.18
14673,5.79,6.73,6.8,0.63,0.48,0.18,3.35 GHz,0.18,0.28
14674,5.82,7.45,6.6,0.56,0.48,0.26,3.27 GHz,0.22,0.24
14675,6.26,7.01,6.9,0.63,0.48,0.1,2.01 GHz,0.27,0.31
14676,6.16,7.18,6.98,0.56,0.52,0.15,850.00 MHz,0.16,0.2
14677,5.61,7.34,6.79,0.51,0.45,0.29,2.65 GHz,0.15,0.16
14678,5.75,6.96,6.94,0.62,0.48,0.12,3.28 GHz,0.3,0.19
14679,6.05,6.52,6.77,0.55,0.52,0.24,1.81 GHz,0.24,0.33
14680,6.03,6.57,7.05,0.6,0.44,0.24,2.26 GHz,0.28,0.19
14681,6.42,7.07,7.16,0.6,0.42,0.29,2.76 GHz,0.32,0.22
14682,6.06,7.43,6.92,0.61,0.52,0.23,2.87 GHz,0.35,0.17
14683,5.7,6.81,6.92,0.54,0.41,0.27,1.13 GHz,0.19,0.31
14684,5.97,6.99,6.96,0.57,0.44,0.2,1.56 GHz,0.27,0.2
14685,6.07,7.16,7.41,0.61,0.57,0.23,1.30 GHz,0.26,0.16
14686,5.6,7.34,6.97,0.59,0.51,0.14,3.88 GHz,0.26,0.17
14687,6.35,7.27,6.59,0.51,0.53,0.3,860.00 MHz,0.22,0.21
14688,6.16,6.5,6.78,0.68,0.51,0.23,3.61 GHz,0.25,0.29
14689,5.69,7.37,6.68,0.55,0.47,0.13,1.27 GHz,0.18,0.22
14690,6.18,6.56,6.87,0.66,0.44,0.17,3.29 GHz,0.21,0.23
14691,6.27,7.41,6.83,0.7,0.44,0.29,860.00 MHz,0.19,0.28
14692,6.03,7.3,6.79,0.57,0.52,0.14,2.03 GHz,0.33,0.29
14693,6.06,7.03,7.05,0.54,0.59,0.19,3.18 GHz,0.28,0.32
14694,6.5,6.62,7.33,0.6,0.6,0.15,3.60 GHz,0.32,0.26
14695,5.56,7.08,7.28,0.55,0.44,0.22,3.68 GHz,0.32,0.23
14696,6.24,6.81,7.36,0.56,0.55,0.14,3.85 GHz,0.2,0.3
14697,5.56,6.81,7.42,0.63,0.45,0.22,3.42 GHz,0.26,0.16
14698,6.39,7.11,6.62,0.63,0.48,0.24,1.20 GHz,0.22,0.19
14699,5.54,7.21,7.49,0.66,0.58,0.21,3.82 GHz,0.28,0.22
14700,6.09,6.93,7.32,0.54,0.52,0.28,1.19 GHz,0.22,0.2
14701,6.18,6.59,7.1,0.65,0.55,0.12,2.70 GHz,0.28,0.34
14702,5.88,7.27,7.31,0.66,0.45,0.27,1.62 GHz,0.33,0.22
14703,5.99,6.96,7.42,0.65,0.57,0.17,2.68 GHz,0.19,0.19
14704,6.13,6.52,6.79,0.61,0.55,0.29,3.82 GHz,0.2,0.24
14705,5.88,6.8,6.75,0.54,0.48,0.13,1.08 GHz,0.19,0.28
14706,6.09,7.4,6.72,0.61,0.56,0.25,3.18 GHz,0.21,0.29
14707,6.13,7.1,6.65,0.61,0.5,0.1,3.90 GHz,0.25,0.2
14708,5.94,6.86,7.4,0.56,0.55,0.15,1.16 GHz,0.27,0.35
14709,5.6,6.61,6.6,0.64,0.46,0.12,3.45 GHz,0.33,0.31
14710,5.98,6.95,6.6,0.52,0.59,0.2,1.45 GHz,0.19,0.25
14711,5.77,7.42,7.15,0.51,0.53,0.24,1.88 GHz,0.33,0.34
14712,5.69,6.56,6.73,0.6,0.52,0.11,2.40 GHz,0.25,0.32
14713,6.32,7.1,6.92,0.55,0.56,0.27,2.96 GHz,0.18,0.25
14714,6.01,6.71,6.97,0.7,0.49,0.11,3.75 GHz,0.27,0.3
14715,5.8,7.22,6.71,0.5,0.44,0.12,1.26 GHz,0.29,0.3
14716,5.62,6.94,7.21,0.69,0.46,0.2,1.19 GHz,0.34,0.17
14717,6.29,7.12,7.49,0.65,0.47,0.26,1.82 GHz,0.17,0.18
14718,6.18,6.79,7.06,0.66,0.53,0.27,3.42 GHz,0.2,0.26
14719,6.15,6.98,6.88,0.65,0.51,0.24,2.41 GHz,0.21,0.25
14720,5.82,7.38,6.98,0.5,0.51,0.18,1.40 GHz,0.28,0.3
14721,5.67,7.23,6.89,0.69,0.54,0.22,3.82 GHz,0.29,0.28
14722,5.99,6.56,7.16,0.58,0.55,0.27,1.27 GHz,0.31,0.31
14723,5.71,7.08,7.19,0.69,0.54,0.25,3.63 GHz,0.24,0.2
14724,6.03,7.16,6.66,0.5,0.46,0.15,2.99 GHz,0.15,0.16
14725,6.11,6.56,7.14,0.69,0.47,0.15,1.61 GHz,0.25,0.21
14726,5.79,6.74,7.08,0.61,0.55,0.13,1.84 GHz,0.28,0.34
14727,6.12,6.82,7.42,0.68,0.48,0.25,3.85 GHz,0.24,0.17
14728,5.66,6.73,6.9,0.55,0.52,0.17,2.83 GHz,0.17,0.35
14729,6.15,7.07,6.85,0.62,0.45,0.12,3.13 GHz,0.26,0.2
14730,5.72,6.64,6.78,0.65,0.6,0.25,2.83 GHz,0.28,0.23
14731,6.27,6.67,6.98,0.62,0.55,0.29,2.57 GHz,0.34,0.29
14732,5.81,6.91,7.33,0.67,0.55,0.18,3.40 GHz,0.29,0.34
14733,6.19,7.2,6.65,0.53,0.54,0.12,2.36 GHz,0.34,0.17
14734,6.08,7.28,7.2,0.59,0.44,0.1,3.25 GHz,0.31,0.27
14735,6.34,7.18,6.84,0.61,0.56,0.21,1.86 GHz,0.34,0.25
14736,5.95,7.25,6.83,0.68,0.5,0.18,1.43 GHz,0.31,0.21
14737,5.57,6.54,7.26,0.59,0.4,0.14,1.40 GHz,0.23,0.22
14738,6.31,7.33,6.67,0.58,0.52,0.23,3.94 GHz,0.26,0.15
14739,5.69,7.36,7.49,0.52,0.57,0.12,3.65 GHz,0.27,0.32
14740,5.85,7.09,7.43,0.55,0.44,0.17,2.56 GHz,0.26,0.19
14741,6.19,6.88,6.94,0.52,0.48,0.14,3.56 GHz,0.18,0.18
14742,6.42,6.72,6.71,0.64,0.6,0.22,2.48 GHz,0.23,0.2
14743,6.11,6.58,6.94,0.54,0.46,0.27,3.19 GHz,0.28,0.28
14744,5.61,7.34,6.87,0.58,0.46,0.27,1.21 GHz,0.21,0.2
14745,6.26,7.35,7.02,0.66,0.5,0.19,1.91 GHz,0.16,0.32
14746,6.2,7.3,7.15,0.61,0.47,0.21,3.72 GHz,0.34,0.32
14747,5.89,6.95,6.52,0.55,0.54,0.19,1.69 GHz,0.28,0.25
14748,6.46,6.71,7.39,0.69,0.54,0.17,2.70 GHz,0.27,0.23
14749,5.7,7.26,6.99,0.54,0.58,0.13,1.24 GHz,0.21,0.33
14750,5.62,7.31,7.11,0.53,0.43,0.28,1.32 GHz,0.31,0.22
14751,6.09,6.78,6.67,0.55,0.55,0.11,1.34 GHz,0.26,0.19
14752,6.01,7.03,6.76,0.63,0.58,0.28,3.36 GHz,0.2,0.26
14753,5.52,7.27,6.51,0.62,0.56,0.17,2.56 GHz,0.16,0.25
14754,6.04,6.5,6.77,0.59,0.44,0.26,3.07 GHz,0.23,0.26
14755,5.9,7.45,6.58,0.66,0.52,0.17,2.29 GHz,0.34,0.31
14756,6.19,7.09,6.56,0.52,0.51,0.25,2.07 GHz,0.23,0.29
14757,5.62,7.36,6.97,0.5,0.52,0.14,3.41 GHz,0.18,0.22
14758,5.93,7.04,6.57,0.5,0.57,0.28,2.61 GHz,0.33,0.2
14759,5.91,6.7,6.71,0.66,0.59,0.13,2.65 GHz,0.29,0.25
14760,5.75,7.18,6.66,0.6,0.46,0.2,3.00 GHz,0.23,0.21
14761,6.2,6.56,6.81,0.57,0.51,0.25,3.57 GHz,0.27,0.27
14762,6.18,6.58,7.45,0.53,0.53,0.28,3.82 GHz,0.22,0.34
14763,6.24,7.46,7.29,0.69,0.4,0.29,970.00 MHz,0.23,0.22
14764,5.67,7.48,6.81,0.6,0.5,0.27,3.36 GHz,0.24,0.28
14765,5.64,6.97,7.29,0.66,0.52,0.27,1.17 GHz,0.34,0.23
14766,6.11,6.54,7.36,0.61,0.52,0.28,2.84 GHz,0.3,0.33
14767,6.48,6.91,7.04,0.53,0.49,0.3,3.60 GHz,0.15,0.3
14768,5.59,6.8,6.7,0.6,0.43,0.13,1.27 GHz,0.26,0.18
14769,5.73,7.33,7.07,0.69,0.41,0.26,3.85 GHz,0.19,0.29
14770,5.72,6.92,7.08,0.56,0.55,0.25,2.47 GHz,0.18,0.21
14771,5.61,7.09,7.26,0.67,0.5,0.11,1.17 GHz,0.23,0.28
14772,6.35,6.69,6.82,0.61,0.42,0.24,950.00 MHz,0.31,0.34
14773,5.75,6.85,7.18,0.53,0.52,0.2,2.25 GHz,0.22,0.27
14774,5.71,6.81,6.57,0.53,0.5,0.18,1.31 GHz,0.27,0.25
14775,6.26,6.93,6.82,0.63,0.47,0.25,1.35 GHz,0.29,0.26
14776,6.33,6.69,6.68,0.68,0.59,0.21,3.06 GHz,0.15,0.16
14777,6.5,7.19,6.94,0.61,0.55,0.28,2.16 GHz,0.35,0.34
